standard,lemma,postag
till,till,acp-cs
he,he,pns
roar,roar,vvb
again,again,av
BULLCALF,,
O,oh,uh
Lord,lord,n1
good,good,j
my,my,po
lord,lord,n1
captain,captain,n1
FALSTAFF,,
What,what,crq-q
dost,do,vv2
thou,thou,pns
roar,roar,vvi
before,before,acp-cs
thou,thou,pns
art,be,vv2
pricked,prick,vvn
BULLCALF,,
O,oh,uh
Lord,lord,n1
sir,sir,n1
I,i,pns
am,be,vvm
a,a,d
diseased,disease,j_vn
man,man,n1
FALSTAFF,,
What,what,crq-q
disease,disease,n1
hast,have,vv2
thou,thou,pns
BULLCALF,,
A,a,d
whoreson,whoreson,n1
cold,cold,n1_j
sir,sir,n1
a,a,d
cough,cough,n1
sir,sir,n1
which,which,crq-r
I,i,pns
caught,catch,vvd
with,with,acp-p
ringing,ring,vvg
in,in,acp-p
the,the,d
King's,king,n1g
affairs,affair,n2
upon,upon,acp-p
his,his,po
coronation,coronation,n1
day,day,n1
sir,sir,n1
FALSTAFF,,
Come,come,vvb
thou,thou,pns
shalt,shall,vm2
go,go,vvi
to,to,acp-p
the,the,d
wars,war,n2
in,in,acp-p
a,a,d
gown,gown,n1
We,we,pns
will,will,vmb
have,have,vvi
away,away,av
thy,thy,po
cold,cold,n1_j
and,and,cc
I,i,pns
will,will,vmb
take,take,vvi
such,such,d
order,order,n1
that,that,cs
thy,thy,po
friends,friend,n2
shall,shall,vmb
ring,ring,vvi
for,for,acp-p
thee,thou,pno
Is,be,vvz
here,here,av
all,all,d
SHALLOW,,
Here,here,av
is,be,vvz
two,two,crd
more,more,d-c
called,call,vvn
than,than,cs
your,your,po
number,number,n1
You,you,pn
must,must,vmb
have,have,vvi
but,but,acp-av
four,four,crd
here,here,av
sir,sir,n1
and,and,cc
so,so,av
I,i,pns
pray,pray,vvb
you,you,pn
go,go,vvb
in,in,acp-p
with,with,acp-p
me,i,pno
to,to,acp-p
dinner,dinner,n1
FALSTAFF,,
Come,come,vvb
I,i,pns
will,will,vmb
go,go,vvi
drink,drink,vvi
with,with,acp-p
you,you,pn
but,but,acp-cc
I,i,pns
cannot,can,vmb-x
tarry,tarry,vvi
dinner,dinner,n1
I,i,pns
am,be,vvm
glad,glad,j
to,to,acp-cs
see,see,vvi
you,you,pn
by,by,acp-p
my,my,po
troth,troth,n1
Master,master,n1
Shallow,shallow,j
SHALLOW,,
O,oh,uh
Sir,sir,n1
John,John,n1-nn
do,do,vvb
you,you,pn
remember,remember,vvi
since,since,acp-cs
we,we,pns
lay,lie,vvd
all,all,d
night,night,n1
in,in,acp-p
the,the,d
windmill,windmill,n1
in,in,acp-p
Saint,saint,n1
George's,George,n1g-nn
Field,field,n1
FALSTAFF,,
No,no,av-x_d
more,more,d-c
of,of,acp-p
that,that,d
good,good,j
Master,master,n1
Shallow,shallow,j
no,no,av-x_d
more,more,d-c
of,of,acp-p
that,that,d
SHALLOW,,
Ha,ha,uh
'twas,it|be,pn|vvd
a,a,d
merry,merry,j
night,night,n1
And,and,cc
is,be,vvz
Jane,Jane,n1-nn
Nightwork,nightwork,n1-nn
alive,alive,j
FALSTAFF,,
She,she,pns
lives,live,vvz
Master,master,n1
Shallow,shallow,j
SHALLOW,,
She,she,pns
never,never,av-x
could,can,vmd
away,away,av
with,with,acp-p
me,i,pno
FALSTAFF,,
Never,never,av-x
never,never,av-x
She,she,pns
would,will,vmd
always,always,av
say,say,vvi
she,she,pns
could,can,vmd
not,not,xx
abide,abide,vvi
Master,master,n1
Shallow,shallow,j
SHALLOW,,
By,by,acp-p
the,the,d
Mass,mass,n1
I,i,pns
could,can,vmd
anger,anger,vvi
her,she,pno
to,to,acp-p
th',the,d
heart,heart,n1
She,she,pns
was,be,vvd
then,then,av
a,a,d
bona,bona,fw-la
roba,roba,fw-la
Doth,do,vvz
she,she,pns
hold,hold,vvi
her,her,po
own,own,d
well,well,av
FALSTAFF,,
Old,old,j
old,old,j
Master,master,n1
Shallow,shallow,j
SHALLOW,,
Nay,nay,uh
she,she,pns
must,must,vmb
be,be,vvi
old,old,j
She,she,pns
cannot,can,vmb-x
choose,choose,vvi
but,but,acp-p
be,be,vvi
old,old,j
Certain,certain,j
she's,she|be,pns|vvz
old,old,j
and,and,cc
had,have,vvd
Robin,Robin,n1-nn
Nightwork,nightwork,n1-nn
by,by,acp-p
old,old,j
Nightwork,nightwork,n1-nn
before,before,acp-cs
I,i,pns
came,come,vvd
to,to,acp-p
Clement's,Clement,n1g-nn
Inn,inn,n1
SILENCE,,
That's,that|be,d|vvz
fifty-five,fifty-five,crd
year,year,n1
ago,ago,av
SHALLOW,,
Ha,ha,uh
cousin,cousin,n1
Silence,silence,n1
that,that,cs
thou,thou,pns
hadst,have,vvd2
seen,see,vvn
that,that,d
that,that,cs
this,this,d
knight,knight,n1
and,and,cc
I,i,pns
have,have,vvb
seen,see,vvn
Ha,ha,uh
Sir,sir,n1
John,John,n1-nn
said,say,vvd
I,i,pns
well,well,av
FALSTAFF,,
We,we,pns
have,have,vvb
heard,hear,vvn
the,the,d
chimes,chime,n2
at,at,acp-p
midnight,midnight,n1
Master,master,n1
Shallow,shallow,j
SHALLOW,,
That,that,d
we,we,pns
have,have,vvb
that,that,d
we,we,pns
have,have,vvb
that,that,d
we,we,pns
have,have,vvb
In,in,acp-p
faith,faith,n1
Sir,sir,n1
John,John,n1-nn
we,we,pns
have,have,vvb
Our,our,po
watchword,watchword,n1
was,be,vvd
Hem,hem,uh
boys,boy,n2
Come,come,vvb
let's,let|we,vvb|pno
to,to,acp-p
dinner,dinner,n1
come,come,vvb
let's,let|we,vvb|pno
to,to,acp-p
dinner,dinner,n1
Jesus,Jesus,n1-nn
the,the,d
days,day,n2
that,that,cs
we,we,pns
have,have,vvb
seen,see,vvn
Come,come,vvb
come,come,vvb
Shallow,,
Silence,,
and,,
Falstaff,,
rise,,
and,,
exit,,
BULLCALF,,
Good,good,j
Master,master,n1
Corporate,corporate,j
Bardolph,Bardolph,n1-nn
stand,stand,vvb
my,my,po
friend,friend,n1
and,and,cc
here's,here|be,av|vvz
four,four,crd
Harry,Harry,n1-nn
ten-shillings,ten-shillings,n2
in,in,acp-p
French,French,j-nn
crowns,crown,n2
for,for,acp-p
you,you,pn
He,,
gives,,
Bardolph,,
money,,
In,in,acp-p
very,very,j
truth,truth,n1
sir,sir,n1
I,i,pns
had,have,vvd
as,as,acp-av
lief,lief,av_j
be,be,vvi
hanged,hang,vvn
sir,sir,n1
as,as,acp-cs
go,go,vvi
And,and,cc
yet,yet,av
for,for,acp-cs
mine,my,po
own,own,d
part,part,n1
sir,sir,n1
I,i,pns
do,do,vvb
not,not,xx
care,care,vvi
but,but,acp-cc
rather,rather,av-c
because,because,acp-cs
I,i,pns
am,be,vvm
unwilling,unwilling,j
and,and,cc
for,for,acp-cs
mine,my,po
own,own,d
part,part,n1
have,have,vvb
a,a,d
desire,desire,n1
to,to,acp-cs
stay,stay,vvi
with,with,acp-p
my,my,po
friends,friend,n2
Else,else,av
sir,sir,n1
I,i,pns
did,do,vvd
not,not,xx
care,care,vvi
for,for,acp-cs
mine,my,po
own,own,d
part,part,n1
so,so,av
much,much,d
BARDOLPH,,
Go,go,vvb
to,to,acp-p
Stand,stand,vvb
aside,aside,av
MOULDY,,
And,and,cc
good,good,j
Master,master,n1
Corporal,corporal,n1
Captain,captain,n1
for,for,acp-p
my,my,po
old,old,j
dame's,dam,n1g
sake,sake,n1
stand,stand,vvb
my,my,po
friend,friend,n1
She,she,pns
has,have,vvz
nobody,nobody,pi-x
to,to,acp-cs
do,do,vvi
anything,anything,pi
about,about,acp-p
her,she,pno
when,when,crq-cs
I,i,pns
am,be,vvm
gone,go,vvn
and,and,cc
she,she,pns
is,be,vvz
old,old,j
and,and,cc
cannot,can,vmb-x
help,help,vvi
herself,herself,px
You,you,pn
shall,shall,vmb
have,have,vvi
forty,forty,crd
sir,sir,n1
He,,
gives,,
money,,
BARDOLPH,,
Go,go,vvb
to,to,acp-p
Stand,stand,vvb
aside,aside,av
FEEBLE,,
By,by,acp-p
my,my,po
troth,troth,n1
I,i,pns
care,care,vvb
not,not,xx
A,a,d
man,man,n1
can,can,vmb
die,die,vvi
but,but,acp-av
once,once,acp-av
We,we,pns
owe,owe,vvb
God,God,n1-nn
a,a,d
death,death,n1
I'll,i|will,pns|vmb
ne'er,never,av-x
bear,bear,vvi
a,a,d
base,base,j
mind,mind,n1
An,an,cs
't,it,pn
be,be,vvb
my,my,po
destiny,destiny,n1
so,so,av
an,an,cs
't,it,pn
be,be,vvb
not,not,xx
so,so,av
No,no,d-x
man's,man|be,n1|vvz
too,too,av
good,good,j
to,to,acp-cs
serve,serve,vvi
's,his,po
prince,prince,n1
and,and,cc
let,let,vvi
it,it,pn
go,go,vvi
which,which,crq-r
way,way,n1
it,it,pn
will,will,vmb
he,he,pns
that,that,cs
dies,die,vvz
this,this,d
year,year,n1
is,be,vvz
quit,quit,vvn
for,for,acp-p
the,the,d
next,next,ord
BARDOLPH,,
Well,well,av
said,say,vvn
Th',thou,pns
art,be,vv2
a,a,d
good,good,j
fellow,fellow,n1
FEEBLE,,
Faith,faith,n1
I'll,i|will,pns|vmb
bear,bear,vvi
no,no,d-x
base,base,j
mind,mind,n1
Enter,,
Falstaff,,
and,,
the,,
Justices,,
FALSTAFF,,
Come,come,vvb
sir,sir,n1
which,which,crq-q
men,man,n2
shall,shall,vmb
I,i,pns
have,have,vvi
SHALLOW,,
Four,four,crd
of,of,acp-p
which,which,crq-r
you,you,pn
please,please,vvb
BARDOLPH,,
aside,,
to,,
Falstaff,,
Sir,sir,n1
a,a,d
word,word,n1
with,with,acp-p
you,you,pn
I,i,pns
have,have,vvb
three,three,crd
pound,pound,n1
to,to,acp-cs
free,free,vvi
Mouldy,mouldy,j
and,and,cc
Bullcalf,Bullcalf,n1-nn
FALSTAFF,,
Go,go,vvb
to,to,acp-p
well,well,av
SHALLOW,,
Come,come,vvb
Sir,sir,n1
John,John,n1-nn
which,which,crq-q
four,four,crd
will,will,vmb
you,you,pn
have,have,vvi
FALSTAFF,,
Do,do,vvb
you,you,pn
choose,choose,vvi
for,for,acp-p
me,i,pno
SHALLOW,,
Marry,marry,uh
then,then,av
Mouldy,mouldy,j
Bullcalf,Bullcalf,n1-nn
Feeble,Feeble,n1-nn_j
and,and,cc
Shadow,shadow,n1
FALSTAFF,,
Mouldy,mouldy,j
and,and,cc
Bullcalf,Bullcalf,n1-nn
For,for,acp-p
you,you,pn
Mouldy,mouldy,j
stay,stay,vvb
at,at,acp-p
home,home,n1
till,till,acp-cs
you,you,pn
are,be,vvb
past,past,av_j
service,service,n1
And,and,cc
for,for,acp-p
your,your,po
part,part,n1
Bullcalf,Bullcalf,n1-nn
grow,grow,vvb
till,till,acp-cs
you,you,pn
come,come,vvb
unto,unto,acp-p
it,it,pn
I,i,pns
will,will,vmb
none,none,pi-x
of,of,acp-p
you,you,pn
Mouldy,,
and,,
Bullcalf,,
exit,,
SHALLOW,,
Sir,sir,n1
John,John,n1-nn
Sir,sir,n1
John,John,n1-nn
do,do,vvb
not,not,xx
yourself,yourself,px
wrong,wrong,j
They,they,pns
are,be,vvb
your,your,po
likeliest,likely,j-s
men,man,n2
and,and,cc
I,i,pns
would,will,vmd
have,have,vvi
you,you,pn
served,serve,vvn
with,with,acp-p
the,the,d
best,best,j-s
FALSTAFF,,
Will,will,vmb
you,you,pn
tell,tell,vvi
me,i,pno
Master,master,n1
Shallow,shallow,j
how,how,crq-cs
to,to,acp-cs
choose,choose,vvi
a,a,d
man,man,n1
Care,care,vvb
I,i,pns
for,for,acp-p
the,the,d
limb,limb,n1
the,the,d
thews,thew,n2
the,the,d
stature,stature,n1
bulk,bulk,n1
and,and,cc
big,big,j
assemblance,assemblance,n1
of,of,acp-p
a,a,d
man,man,n1
Give,give,vvb
me,i,pno
the,the,d
spirit,spirit,n1
Master,master,n1
Shallow,shallow,j
Here's,here|be,av|vvz
Wart,Wart,n1-nn
You,you,pn
see,see,vvb
what,what,crq-r
a,a,d
ragged,ragged,j
appearance,appearance,n1
it,it,pn
is,be,vvz
He,he,pns
shall,shall,vmb
charge,charge,vvi
you,you,pn
and,and,cc
discharge,discharge,vvi
you,you,pn
with,with,acp-p
the,the,d
motion,motion,n1
of,of,acp-p
a,a,d
pewterer's,pewterer,n1g
hammer,hammer,n1
come,come,vvb
off,off,acp-av
and,and,cc
on,on,acp-p
swifter,swift,j-c
than,than,cs
he,he,pns
that,that,cs
gibbets,gibbet,n2
on,on,acp-p
the,the,d
brewer's,brewer,n1g
bucket,bucket,n1
And,and,cc
this,this,d
same,same,d
half-faced,half-faced,j
fellow,fellow,n1
Shadow,shadow,n1
give,give,vvb
me,i,pno
this,this,d
man,man,n1
He,he,pns
presents,present,vvz
no,no,d-x
mark,mark,n1
to,to,acp-p
the,the,d
enemy,enemy,n1
The,the,d
foeman,foeman,n1
may,may,vmb
with,with,acp-p
as,as,acp-av
great,great,j
aim,aim,n1
level,level,vvi
at,at,acp-p
the,the,d
edge,edge,n1
of,of,acp-p
a,a,d
penknife,penknife,n1
And,and,cc
for,for,acp-p
a,a,d
retreat,retreat,n1
how,how,crq-cs
swiftly,swift,av_j
will,will,vmb
this,this,d
Feeble,Feeble,n1-nn_j
the,the,d
woman's,woman,n1g
tailor,tailor,n1
run,run,vvn
off,off,acp-av
O,oh,uh
give,give,vvb
me,i,pno
the,the,d
spare,spare,j
men,man,n2
and,and,cc
spare,spare,vvb
me,i,pno
the,the,d
great,great,j
ones,one,pi2
Put,put,vvb
me,i,pno
a,a,d
caliver,caliver,n1
into,into,acp-p
Wart's,Wart,n1g-nn
hand,hand,n1
Bardolph,Bardolph,n1-nn
BARDOLPH,,
giving,,
Wart,,
a,,
musket,,
Hold,hold,vvb
Wart,Wart,n1-nn
Traverse,traverse,vvb
Thas,thas,uh
thas,thas,uh
thas,thas,uh
FALSTAFF,,
to,,
Wart,,
Come,come,vvb
manage,manage,vvb
me,i,pno
your,your,po
caliver,caliver,n1
so,so,av
very,very,av
well,well,av
go,go,vvb
to,to,acp-p
very,very,av
good,good,j
exceeding,exceed,av_vg
good,good,j
O,oh,uh
give,give,vvb
me,i,pno
always,always,av
a,a,d
little,little,av_j
lean,lean,j
old,old,j
chopped,chap,j_vn
bald,bald,j
shot,shot,n1
Well,well,av
said,say,vvn
i',in,acp-p
faith,faith,n1
Wart,Wart,n1-nn
Th',the,d
art,be,vv2
a,a,d
good,good,j
scab,scab,n1
Hold,hold,vvb
there's,there|be,acp-av|vvz
a,a,d
tester,tester,n1
for,for,acp-p
thee,thou,pno
He,,
gives,,
Wart,,
money,,
SHALLOW,,
He,he,pns
is,be,vvz
not,not,xx
his,his,po
craft's,craft,n1g
master,master,n1
He,he,pns
doth,do,vvz
not,not,xx
do,do,vvi
it,it,pn
right,right,av_j
I,i,pns
remember,remember,vvb
at,at,acp-p
Mile,Mile,n1-nn
End,end,n1-nn
Green,green,j
when,when,crq-cs
I,i,pns
lay,lie,vvd
at,at,acp-p
Clement's,Clement,n1g-nn
Inn,inn,n1
I,i,pns
was,be,vvd
then,then,av
Sir,sir,n1
Dagonet,Dagonet,n1-nn
in,in,acp-p
Arthur's,Arthur,n1g-nn
show,show,n1
there,there,acp-av
was,be,vvd
a,a,d
little,little,j
quiver,quiver,n1
fellow,fellow,n1
and,and,cc
he,he,pns
would,will,vmd
manage,manage,vvi
you,you,pn
his,his,po
piece,piece,n1
thus,thus,av
Shallow,,
performs,,
with,,
the,,
musket,,
And,and,cc
he,he,pns
would,will,vmd
about,about,acp-p
and,and,cc
about,about,acp-av
and,and,cc
come,come,vvb
you,you,pn
in,in,acp-p
and,and,cc
come,come,vvb
you,you,pn
in,in,acp-p
Rah,rah,uh
tah,tah,uh
tah,tah,uh
would,will,vmd
he,he,pns
say,say,vvb
Bounce,bounce,vvb
would,will,vmd
he,he,pns
say,say,vvb
and,and,cc
away,away,av
again,again,av
would,will,vmd
he,he,pns
go,go,vvb
and,and,cc
again,again,av
would,will,vmd
he,he,pns
come,come,vvi
I,i,pns
shall,shall,vmb
ne'er,never,av-x
see,see,vvi
such,such,d
a,a,d
fellow,fellow,n1
FALSTAFF,,
These,these,d
fellows,fellow,n2
will,will,vmb
do,do,vvi
well,well,av
Master,master,n1
Shallow,shallow,j
God,God,n1-nn
keep,keep,vvb
you,you,pn
Master,master,n1
Silence,silence,n1
I,i,pns
will,will,vmb
not,not,xx
use,use,vvi
many,many,d
words,word,n2
with,with,acp-p
you,you,pn
Fare,fare,vvb
you,you,pn
well,well,av
gentlemen,gentleman,n2
both,both,d
I,i,pns
thank,thank,vvb
you,you,pn
I,i,pns
must,must,vmb
a,a,d
dozen,dozen,crd
mile,mile,n1
tonight,tonight,av
Bardolph,Bardolph,n1-nn
give,give,vvb
the,the,d
soldiers,soldier,n2
coats,coat,n2
SHALLOW,,
Sir,sir,n1
John,John,n1-nn
the,the,d
Lord,lord,n1
bless,bless,vvb
you,you,pn
God,God,n1-nn
prosper,prosper,vvb
your,your,po
affairs,affair,n2
God,God,n1-nn
send,send,vvb
us,we,pno
peace,peace,n1
At,at,acp-p
your,your,po
return,return,n1
visit,visit,vvb
our,our,po
house,house,n1
Let,let,vvb
our,our,po
old,old,j
acquaintance,acquaintance,n1
be,be,vvi
renewed,renew,vvn
Peradventure,peradventure,av
I,i,pns
will,will,vmb
with,with,acp-p
you,you,pn
to,to,acp-p
the,the,d
court,court,n1
FALSTAFF,,
Fore,before,acp-p
God,God,n1-nn
would,will,vmd
you,you,pn
would,will,vmd
Master,master,n1
Shallow,Shallow,n1-nn
SHALLOW,,
Go,go,vvb
to,to,acp-p
I,i,pns
have,have,vvb
spoke,speak,vvn
at,at,acp-p
a,a,d
word,word,n1
God,God,n1-nn
keep,keep,vvb
you,you,pn
FALSTAFF,,
Fare,fare,vvb
you,you,pn
well,well,av
gentle,gentle,j
gentlemen,gentleman,n2
Shallow,,
and,,
Silence,,
exit,,
On,on,acp-p
Bardolph,Bardolph,n1-nn
Lead,lead,vvb
the,the,d
men,man,n2
away,away,av
All,,
but,,
Falstaff,,
exit,,
As,as,acp-cs
I,i,pns
return,return,vvb
I,i,pns
will,will,vmb
fetch,fetch,vvi
off,off,acp-av
these,these,d
justices,justice,n2
I,i,pns
do,do,vvb
see,see,vvi
the,the,d
bottom,bottom,n1
of,of,acp-p
Justice,justice,n1
Shallow,shallow,j
Lord,lord,n1
Lord,lord,n1
how,how,crq-cs
subject,subject,n1
we,we,pns
old,old,j
men,man,n2
are,be,vvb
to,to,acp-p
this,this,d
vice,vice,n1
of,of,acp-p
lying,lie,vvg
This,this,d
same,same,d
starved,starve,j_vn
justice,justice,n1
hath,have,vvz
done,do,vvn
nothing,nothing,pi-x
but,but,acp-p
prate,prate,vvi
to,to,acp-p
me,i,pno
of,of,acp-p
the,the,d
wildness,wildness,n1
of,of,acp-p
his,his,po
youth,youth,n1
and,and,cc
the,the,d
feats,feat,n2
he,he,pns
hath,have,vvz
done,do,vvn
about,about,acp-p
Turnbull,Turnbull,n1-nn
Street,street,n1
and,and,cc
every,every,d
third,three,ord
word,word,n1
a,a,d
lie,lie,n1
duer,due,j-c
paid,pay,vvn
to,to,acp-p
the,the,d
hearer,hearer,n1
than,than,cs
the,the,d
Turk's,Turk,n1-nn
tribute,tribute,n1
I,i,pns
do,do,vvb
remember,remember,vvi
him,he,pno
at,at,acp-p
Clement's,Clement,n1g-nn
Inn,inn,n1
like,like,acp-p
a,a,d
man,man,n1
made,make,vvn
after,after,acp-p
supper,supper,n1
of,of,acp-p
a,a,d
cheese,cheese,n1
paring,pare,n1_vg
When,when,crq-cs
he,he,pns
was,be,vvd
naked,naked,j
he,he,pns
was,be,vvd
for,for,acp-p
all,all,d
the,the,d
world,world,n1
like,like,acp-p
a,a,d
forked,fork,j_vn
radish,radish,n1
with,with,acp-p
a,a,d
head,head,n1
fantastically,fantastical,av_j
carved,carve,vvn
upon,upon,acp-p
it,it,pn
with,with,acp-p
a,a,d
knife,knife,n1
He,he,pns
was,be,vvd
so,so,av
forlorn,forlorn,j
that,that,cs
his,his,po
dimensions,dimension,n2
to,to,acp-p
any,any,d
thick,thick,j
sight,sight,n1
were,be,vvd
invincible,invincible,j
He,he,pns
was,be,vvd
the,the,d
very,very,j
genius,genius,n1
of,of,acp-p
famine,famine,n1
yet,yet,av
lecherous,lecherous,j
as,as,acp-cs
a,a,d
monkey,monkey,n1
and,and,cc
the,the,d
whores,whore,n2
called,call,vvd
him,he,pno
mandrake,mandrake,n1
He,he,pns
came,come,vvd
ever,ever,av
in,in,acp-p
the,the,d
rearward,rearward,n1
of,of,acp-p
the,the,d
fashion,fashion,n1
and,and,cc
sung,sing,vvn
those,those,d
tunes,tune,n2
to,to,acp-p
the,the,d
overscutched,overscutched,j
huswives,huswife,n2
that,that,cs
he,he,pns
heard,hear,vvd
the,the,d
carmen,carman,n2
whistle,whistle,vvi
and,and,cc
swore,swear,vvd
they,they,pns
were,be,vvd
his,his,po
fancies,fancy,n2
or,or,cc
his,his,po
good-nights,good-night,n2
And,and,cc
now,now,av
is,be,vvz
this,this,d
Vice's,vice,n1g
dagger,dagger,n1
become,become,vvb
a,a,d
squire,squire,n1
and,and,cc
talks,talk,vvz
as,as,acp-av
familiarly,familiar,av_j
of,of,acp-p
John,John,n1-nn
o',of,acp-p
Gaunt,Gaunt,n1-nn
as,as,acp-cs
if,if,cs
he,he,pns
had,have,vvd
been,be,vvn
sworn,swear,vvn
brother,brother,n1
to,to,acp-p
him,he,pno
and,and,cc
I'll,i|will,pns|vmb
be,be,vvi
sworn,swear,vvn
he,he,pns
ne'er,never,av-x
saw,see,vvd
him,he,pno
but,but,acp-av
once,once,acp-av
in,in,acp-p
the,the,d
tilt-yard,tiltyard,n1
and,and,cc
then,then,av
he,he,pns
burst,burst,vvd
his,his,po
head,head,n1
for,for,acp-p
crowding,crowd,vvg
among,among,acp-p
the,the,d
Marshal's,marshal,n1g
men,man,n2
I,i,pns
saw,see,vvd
it,it,pn
and,and,cc
told,tell,vvd
John,John,n1-nn
o',of,acp-p
Gaunt,Gaunt,n1-nn
he,he,pns
beat,beat,vvd
his,his,po
own,own,d
name,name,n1
for,for,acp-p
you,you,pn
might,may,vmd
have,have,vvi
thrust,thrust,vvn
him,he,pno
and,and,cc
all,all,d
his,his,po
apparel,apparel,n1
into,into,acp-p
an,a,d
eel-skin,eel-skin,n1
the,the,d
case,case,n1
of,of,acp-p
a,a,d
treble,treble,n1
hautboy,oboe,n1
was,be,vvd
a,a,d
mansion,mansion,n1
for,for,acp-p
him,he,pno
a,a,d
court,court,n1
And,and,cc
now,now,av
has,have,vvz
he,he,pns
land,land,n1
and,and,cc
beefs,beef,n2
Well,well,uh_mi
I'll,i|will,pns|vmb
be,be,vvi
acquainted,acquaint,vvn
with,with,acp-p
him,he,pno
if,if,cs
I,i,pns
return,return,vvb
and,and,cc
't,it,pn
shall,shall,vmb
go,go,vvi
hard,hard,j
but,but,acp-cc
I'll,i|will,pns|vmb
make,make,vvi
him,he,pno
a,a,d
philosopher's,philosopher,n1g
two,two,crd
stones,stone,n2
to,to,acp-p
me,i,pno
If,if,cs
the,the,d
young,young,j
dace,dace,n1
be,be,vvb
a,a,d
bait,bait,n1
for,for,acp-p
the,the,d
old,old,j
pike,pike,n1
I,i,pns
see,see,vvb
no,no,d-x
reason,reason,n1
in,in,acp-p
the,the,d
law,law,n1
of,of,acp-p
nature,nature,n1
but,but,acp-p
I,i,pns
may,may,vmb
snap,snap,vvi
at,at,acp-p
him,he,pno
Let,let,vvb
time,time,n1
shape,shape,vvi
and,and,cc
there,there,acp-av
an,a,d
end,end,n1
He,,
exits,,
ACT,,
4,,
Scene,,
1,,
Enter,,
the,,
Archbishop,,
of,,
York,,
Mowbray,,
Lord,,
Bardolph,,
Hastings,,
and,,
their,,
officers,,
within,,
the,,
Forest,,
of,,
Gaultree,,
ARCHBISHOP,,
What,what,crq-q
is,be,vvz
this,this,d
forest,forest,n1
called,call,vvn
HASTINGS,,
'Tis,it|be,pn|vvz
Gaultree,Gaultree,n1-nn
Forest,forest,n1
an,an,cs
't,it,pn
shall,shall,vmb
please,please,vvi
your,your,po
Grace,grace,n1
ARCHBISHOP,,
Here,here,av
stand,stand,vvb
my,my,po
lords,lord,n2
and,and,cc
send,send,vvb
discoverers,discoverer,n2
forth,forth,av
To,to,acp-cs
know,know,vvi
the,the,d
numbers,number,n2
of,of,acp-p
our,our,po
enemies,enemy,n2
HASTINGS,,
We,we,pns
have,have,vvb
sent,send,vvn
forth,forth,av
already,already,av
ARCHBISHOP,,
'Tis,it|be,pn|vvz
well,well,av
done,do,vvn
My,my,po
friends,friend,n2
and,and,cc
brethren,brethren,n2
in,in,acp-p
these,these,d
great,great,j
affairs,affair,n2
I,i,pns
must,must,vmb
acquaint,acquaint,vvi
you,you,pn
that,that,cs
I,i,pns
have,have,vvb
received,receive,vvn
New-dated,new-dated,j
letters,letter,n2
from,from,acp-p
Northumberland,Northumberland,n1-nn
Their,their,po
cold,cold,j
intent,intent,n1
tenor,tenor,n1
and,and,cc
substance,substance,n1
thus,thus,av
Here,here,av
doth,do,vvz
he,he,pns
wish,wish,vvi
his,his,po
person,person,n1
with,with,acp-p
such,such,d
powers,power,n2
As,as,acp-cs
might,may,vmd
hold,hold,vvi
sortance,sortance,n1
with,with,acp-p
his,his,po
quality,quality,n1
The,the,d
which,which,crq-r
he,he,pns
could,can,vmd
not,not,xx
levy,levy,vvi
whereupon,whereupon,crq-cs
He,he,pns
is,be,vvz
retired,retire,vvn
to,to,acp-p
ripe,ripe,vvi
his,his,po
growing,grow,j_vg
fortunes,fortune,n2
To,to,acp-p
Scotland,Scotland,n1-nn
and,and,cc
concludes,conclude,vvz
in,in,acp-p
hearty,hearty,j
prayers,prayer,n2
That,that,cs
your,your,po
attempts,attempt,n2
may,may,vmb
overlive,overlive,vvi
the,the,d
hazard,hazard,n1
And,and,cc
fearful,fearful,j
meeting,meet,n1_vg
of,of,acp-p
their,their,po
opposite,opposite,j
MOWBRAY,,
Thus,thus,av
do,do,vvb
the,the,d
hopes,hope,n2
we,we,pns
have,have,vvb
in,in,acp-p
him,he,pno
touch,touch,n1
ground,ground,n1
And,and,cc
dash,dash,vvb
themselves,themselves,px
to,to,acp-p
pieces,piece,n2
Enter,,
Messenger,,
HASTINGS,,
Now,now,av
what,what,crq-q
news,news,n1
MESSENGER,,
West,west,n1
of,of,acp-p
this,this,d
forest,forest,n1
scarcely,scarce,av_j
off,off,acp-p
a,a,d
mile,mile,n1
In,in,acp-p
goodly,goodly,j
form,form,n1
comes,come,vvz
on,on,acp-p
the,the,d
enemy,enemy,n1
And,and,cc
by,by,acp-p
the,the,d
ground,ground,n1
they,they,pns
hide,hide,vvb
I,i,pns
judge,judge,vvb
their,their,po
number,number,n1
Upon,upon,acp-p
or,or,cc
near,near,acp-p
the,the,d
rate,rate,n1
of,of,acp-p
thirty,thirty,crd
thousand,thousand,crd
MOWBRAY,,
The,the,d
just,just,j
proportion,proportion,n1
that,that,cs
we,we,pns
gave,give,vvd
them,they,pno
out,out,av
Let,let,vvb
us,we,pno
sway,sway,vvi
on,on,acp-av
and,and,cc
face,face,vvi
them,they,pno
in,in,acp-p
the,the,d
field,field,n1
Enter,,
Westmoreland,,
ARCHBISHOP,,
What,what,crq-q
well-appointed,well-appointed,j
leader,leader,n1
fronts,front,vvz
us,we,pno
here,here,av
MOWBRAY,,
I,i,pns
think,think,vvb
it,it,pn
is,be,vvz
my,my,po
Lord,lord,n1
of,of,acp-p
Westmoreland,Westmoreland,n1-nn
WESTMORELAND,,
Health,health,n1
and,and,cc
fair,fair,j
greeting,greeting,n1
from,from,acp-p
